player_name,champion,position,avgKills,avgDeaths,avgAssists,avgKDA,gamesPlayed
GG Huhi,Elise,JUNGLE,4.5,5.0,6.0,2.1,2
GG Huhi,Bard,UTILITY,0.0,3.0,2.0,0.6666666666666666,2
C9 Blaber,Rell,UTILITY,2.5,3.0,22.0,8.166666666666666,2
C9 EMENES,Lissandra,MIDDLE,4.5,4.5,10.0,3.2222222222222223,2
C9 Blaber,Jayce,MIDDLE,6.0,3.0,4.5,3.5,2
GG Huhi,Orianna,MIDDLE,7.5,2.5,7.0,5.8,2
C9 Fudge,Poppy,TOP,5.0,2.0,5.0,5.0,2
C9 Berserker,Aphelios,TOP,5.0,8.5,5.5,1.2352941176470589,2
C9 EMENES,Anivia,MIDDLE,3.0,7.5,9.0,1.6,2
C9 EMENES,Elise,JUNGLE,6.5,5.5,4.0,1.9090909090909092,2
GG River,Jayce,TOP,5.0,4.0,3.0,2.0,2
C9 Fudge,LeBlanc,TOP,8.5,5.0,5.0,2.7,2
C9 EMENES,Gragas,JUNGLE,5.0,1.5,4.5,6.333333333333333,2
GG Licorice,Yone,TOP,4.0,4.5,1.5,1.2222222222222223,2
C9 Blaber,Pyke,UTILITY,4.0,7.5,11.5,2.066666666666667,2
C9 EMENES,Neeko,UTILITY,3.5,5.5,11.5,2.727272727272727,2
GG Stixxay,Ashe,BOTTOM,6.5,7.0,7.0,1.9285714285714286,2
GG Huhi,Rell,UTILITY,1.5,3.5,17.5,5.428571428571429,2
GG River,Syndra,MIDDLE,5.5,8.5,5.5,1.2941176470588236,2
GG River,Annie,MIDDLE,3.0,4.0,9.0,3.0,2
C9 EMENES,Yuumi,UTILITY,2.0,7.0,9.5,1.6428571428571428,2
GG Gori,Azir,,4.0,5.5,4.0,1.4545454545454546,2
C9 EMENES,Ekko,JUNGLE,4.0,3.0,1.5,1.8333333333333333,2
C9 Fudge,Rell,JUNGLE,1.0,4.5,9.5,2.3333333333333335,2
C9 Zven,Kalista,BOTTOM,11.0,7.5,12.0,3.066666666666667,2
C9 EMENES,Taliyah,JUNGLE,4.5,4.0,12.5,4.25,2
GG Huhi,Lux,UTILITY,4.5,4.0,7.0,2.875,2
GG River,Xin Zhao,JUNGLE,5.5,9.0,5.5,1.2222222222222223,2
C9 Zven,Leona,UTILITY,0.0,8.0,7.0,0.875,2
C9 EMENES,Rakan,UTILITY,2.0,1.5,15.0,11.333333333333334,2
C9 Zven,Tahm Kench,BOTTOM,1.5,6.0,5.5,1.1666666666666667,2
GG Gori,Viktor,,0.5,2.0,0.0,0.25,2
GG Huhi,Morgana,UTILITY,2.5,9.5,22.5,2.6315789473684212,2
GG Huhi,Sylas,JUNGLE,5.5,2.5,3.0,3.4,2
GG River,Jax,TOP,3.5,3.5,3.0,1.8571428571428572,2
GG River,Viktor,MIDDLE,1.0,3.5,1.5,0.7142857142857143,2
C9 EMENES,Rell,UTILITY,0.0,6.0,15.5,2.5833333333333335,2
C9 EMENES,Camille,TOP,2.0,4.5,7.0,2.0,2
GG Huhi,Xayah,BOTTOM,8.5,4.5,9.0,3.888888888888889,2
C9 EMENES,Senna,UTILITY,3.0,9.0,8.5,1.2777777777777777,2
GG Gori,Zed,MIDDLE,4.5,3.5,7.5,3.4285714285714284,2
C9 EMENES,Xayah,BOTTOM,5.5,7.0,3.0,1.2142857142857142,2
C9 EMENES,Kassadin,MIDDLE,0.0,5.5,2.5,0.45454545454545453,2
GG River,Taliyah,MIDDLE,7.0,5.5,8.5,2.8181818181818183,2
C9 Berserker,Urgot,TOP,4.0,3.0,5.0,3.0,1
C9 Blaber,Lulu,UTILITY,0.0,5.0,1.0,0.2,1
GG Huhi,Seraphine,UTILITY,2.0,7.0,14.0,2.2857142857142856,1
C9 Berserker,Karthus,BOTTOM,11.0,4.0,9.0,5.0,1
C9 Berserker,Malphite,TOP,3.0,1.0,2.0,5.0,1
GG Huhi,K'Sante,TOP,3.0,6.0,19.0,3.6666666666666665,1
GG Huhi,Ekko,MIDDLE,5.0,3.0,7.0,4.0,1
GG River,Akali,MIDDLE,3.0,2.0,5.0,4.0,1
GG Gori,Sion,,9.0,4.0,10.0,4.75,1
C9 Berserker,Lee Sin,JUNGLE,1.0,3.0,4.0,1.6666666666666667,1
GG Gori,Neeko,UTILITY,1.0,6.0,8.0,1.5,1
GG River,Nilah,BOTTOM,10.0,10.0,9.0,1.9,1
C9 Berserker,Zac,JUNGLE,1.0,3.0,3.0,1.3333333333333333,1
GG Huhi,Talon,MIDDLE,5.0,8.0,5.0,1.25,1
C9 Berserker,Ornn,TOP,0.0,4.0,1.0,0.25,1
C9 Blaber,Jax,TOP,3.0,5.0,5.0,1.6,1
GG Licorice,Ahri,MIDDLE,3.0,4.0,8.0,2.75,1
C9 Fudge,Kalista,BOTTOM,4.0,5.0,1.0,1.0,1
C9 EMENES,Syndra,TOP,8.0,2.0,9.0,8.5,1
GG Stixxay,Zed,MIDDLE,1.0,0.0,1.0,2.0,1
C9 Berserker,Jarvan IV,JUNGLE,4.0,3.0,1.0,1.6666666666666667,1
C9 Berserker,Sylas,TOP,4.0,7.0,6.0,1.4285714285714286,1
C9 EMENES,Nilah,BOTTOM,7.0,2.0,2.0,4.5,1
C9 EMENES,Jhin,BOTTOM,8.0,1.0,11.0,19.0,1
GG Licorice,Kalista,BOTTOM,1.0,1.0,0.0,1.0,1
GG Gori,Ornn,MIDDLE,1.0,3.0,8.0,3.0,1
GG Gori,Orianna,,6.0,5.0,19.0,5.0,1
C9 EMENES,Vayne,TOP,5.0,10.0,2.0,0.7,1
C9 Blaber,Lucian,MIDDLE,9.0,6.0,5.0,2.3333333333333335,1
C9 Berserker,Galio,MIDDLE,7.0,4.0,19.0,6.5,1
GG Licorice,Kai'Sa,BOTTOM,4.0,7.0,7.0,1.5714285714285714,1
GG Huhi,Renekton,TOP,1.0,4.0,7.0,2.0,1
GG Gori,Kassadin,MIDDLE,5.0,9.0,6.0,1.2222222222222223,1
C9 Fudge,Rell,UTILITY,1.0,6.0,6.0,1.1666666666666667,1
GG Gori,Senna,UTILITY,4.0,5.0,14.0,3.6,1
GG Licorice,Kennen,TOP,8.0,1.0,5.0,13.0,1
C9 Zven,Nocturne,JUNGLE,4.0,2.0,2.0,3.0,1
GG Gori,Lucian,BOTTOM,9.0,2.0,5.0,7.0,1
C9 EMENES,Darius,TOP,7.0,2.0,6.0,6.5,1
C9 Berserker,Nautilus,UTILITY,2.0,3.0,7.0,3.0,1
C9 Zven,Lulu,UTILITY,3.0,9.0,29.0,3.5555555555555554,1
C9 EMENES,Akshan,MIDDLE,7.0,10.0,1.0,0.8,1
C9 Fudge,Rek'Sai,JUNGLE,4.0,6.0,28.0,5.333333333333333,1
C9 EMENES,Ezreal,BOTTOM,2.0,3.0,8.0,3.3333333333333335,1
C9 Fudge,Ashe,BOTTOM,5.0,4.0,5.0,2.5,1
GG Huhi,Aphelios,BOTTOM,4.0,9.0,8.0,1.3333333333333333,1
C9 Zven,Lux,UTILITY,2.0,1.0,4.0,6.0,1
GG Stixxay,Sivir,BOTTOM,12.0,5.0,9.0,4.2,1
C9 Blaber,Shaco,JUNGLE,8.0,5.0,7.0,3.0,1
GG River,Neeko,JUNGLE,4.0,4.0,20.0,6.0,1
C9 Berserker,Thresh,TOP,2.0,8.0,0.0,0.25,1
C9 EMENES,Pantheon,UTILITY,1.0,9.0,4.0,0.5555555555555556,1
GG Stixxay,Heimerdinger,UTILITY,4.0,6.0,9.0,2.1666666666666665,1
C9 Berserker,Corki,MIDDLE,13.0,3.0,10.0,7.666666666666667,1
GG Stixxay,Lucian,MIDDLE,7.0,5.0,11.0,3.6,1
C9 Berserker,Viego,JUNGLE,1.0,6.0,0.0,0.16666666666666666,1
GG Stixxay,Morgana,UTILITY,2.0,4.0,20.0,5.5,1
C9 Blaber,Karma,UTILITY,5.0,3.0,11.0,5.333333333333333,1
C9 Berserker,Mordekaiser,TOP,1.0,6.0,1.0,0.3333333333333333,1
C9 Fudge,Malphite,TOP,4.0,5.0,2.0,1.2,1
GG Gori,Twisted Fate,MIDDLE,2.0,4.0,2.0,1.0,1
GG Gori,Camille,MIDDLE,3.0,7.0,2.0,0.7142857142857143,1
GG Huhi,Zyra,UTILITY,7.0,14.0,12.0,1.3571428571428572,1
GG River,Tristana,MIDDLE,2.0,4.0,0.0,0.5,1
C9 Blaber,Kindred,JUNGLE,9.0,10.0,11.0,2.0,1
GG River,Ziggs,BOTTOM,2.0,5.0,11.0,2.6,1
GG Stixxay,Jayce,TOP,2.0,6.0,9.0,1.8333333333333333,1
C9 EMENES,Tristana,BOTTOM,0.0,12.0,3.0,0.25,1
C9 Berserker,Blitzcrank,UTILITY,4.0,5.0,10.0,2.8,1
C9 EMENES,Vi,MIDDLE,4.0,11.0,5.0,0.8181818181818182,1
C9 Fudge,Kha'Zix,JUNGLE,9.0,2.0,6.0,7.5,1
GG Huhi,Tahm Kench,BOTTOM,1.0,4.0,14.0,3.75,1
C9 Berserker,Aurelion Sol,BOTTOM,0.0,3.0,0.0,0.0,1
GG Huhi,Bel'Veth,JUNGLE,3.0,0.0,7.0,10.0,1
C9 Berserker,Sion,TOP,3.0,5.0,4.0,1.4,1
C9 Zven,Neeko,UTILITY,1.0,5.0,0.0,0.2,1
GG Huhi,Sylas,UTILITY,3.0,5.0,5.0,1.6,1
GG Huhi,Vex,MIDDLE,5.0,9.0,6.0,1.2222222222222223,1
C9 Zven,Heimerdinger,UTILITY,6.0,4.0,4.0,2.5,1
C9 EMENES,Ornn,TOP,2.0,5.0,10.0,2.4,1
GG Huhi,Jarvan IV,JUNGLE,4.0,6.0,8.0,2.0,1
C9 EMENES,Kennen,MIDDLE,4.0,3.0,3.0,2.3333333333333335,1
C9 Berserker,Kayle,BOTTOM,5.0,3.0,4.0,3.0,1
GG River,Malphite,TOP,5.0,5.0,2.0,1.4,1
GG Huhi,Rengar,JUNGLE,7.0,6.0,2.0,1.5,1
C9 Fudge,Lee Sin,JUNGLE,9.0,7.0,6.0,2.142857142857143,1
C9 EMENES,Lulu,MIDDLE,0.0,5.0,1.0,0.2,1
GG River,Tryndamere,MIDDLE,8.0,7.0,4.0,1.7142857142857142,1
GG River,Caitlyn,BOTTOM,9.0,8.0,16.0,3.125,1
C9 EMENES,Viego,MIDDLE,10.0,2.0,9.0,9.5,1
C9 EMENES,Sylas,UTILITY,0.0,8.0,11.0,1.375,1
GG Licorice,Lee Sin,JUNGLE,1.0,1.0,3.0,4.0,1
C9 Fudge,Taliyah,JUNGLE,2.0,1.0,9.0,11.0,1
GG Gori,Sylas,,11.0,7.0,8.0,2.7142857142857144,1
C9 Fudge,Ezreal,BOTTOM,3.0,6.0,5.0,1.3333333333333333,1
C9 EMENES,Qiyana,MIDDLE,7.0,6.0,7.0,2.3333333333333335,1
C9 EMENES,Maokai,JUNGLE,4.0,2.0,9.0,6.5,1
C9 Blaber,Gnar,TOP,4.0,6.0,2.0,1.0,1
C9 EMENES,Bel'Veth,JUNGLE,10.0,1.0,7.0,17.0,1
C9 EMENES,Rumble,JUNGLE,5.0,4.0,9.0,3.5,1
GG Huhi,Kai'Sa,MIDDLE,8.0,4.0,8.0,4.0,1
C9 Zven,Morgana,UTILITY,0.0,6.0,12.0,2.0,1
GG River,Braum,UTILITY,0.0,6.0,10.0,1.6666666666666667,1
GG Gori,Lucian,TOP,3.0,7.0,2.0,0.7142857142857143,1
C9 Berserker,Yone,MIDDLE,8.0,5.0,6.0,2.8,1
GG Licorice,Master Yi,TOP,3.0,7.0,5.0,1.1428571428571428,1
C9 EMENES,Sivir,BOTTOM,10.0,5.0,6.0,3.2,1
C9 Blaber,Ivern,JUNGLE,2.0,4.0,12.0,3.5,1
C9 EMENES,Diana,JUNGLE,2.0,6.0,3.0,0.8333333333333334,1
C9 EMENES,Pantheon,MIDDLE,6.0,5.0,3.0,1.8,1
C9 EMENES,Rell,JUNGLE,1.0,2.0,11.0,6.0,1
C9 Zven,Thresh,UTILITY,2.0,2.0,9.0,5.5,1
GG Stixxay,Poppy,UTILITY,0.0,4.0,15.0,3.75,1
C9 Zven,Ivern,JUNGLE,3.0,0.0,10.0,13.0,1
C9 Berserker,LeBlanc,MIDDLE,2.0,5.0,4.0,1.2,1
C9 EMENES,Kha'Zix,JUNGLE,9.0,4.0,13.0,5.5,1
C9 EMENES,Ryze,MIDDLE,5.0,3.0,9.0,4.666666666666667,1
GG River,Renekton,TOP,1.0,4.0,6.0,1.75,1
C9 Blaber,Taliyah,MIDDLE,8.0,6.0,16.0,4.0,1
C9 Blaber,Viktor,MIDDLE,1.0,7.0,3.0,0.5714285714285714,1
GG Stixxay,Sett,UTILITY,7.0,4.0,11.0,4.5,1
GG Gori,Lee Sin,MIDDLE,5.0,4.0,4.0,2.25,1
C9 EMENES,Gwen,MIDDLE,0.0,5.0,3.0,0.6,1
C9 Berserker,Teemo,TOP,3.0,3.0,3.0,2.0,1
GG Huhi,Lissandra,MIDDLE,0.0,4.0,4.0,1.0,1
C9 Blaber,Rek'Sai,JUNGLE,9.0,5.0,7.0,3.2,1
C9 Berserker,Vayne,TOP,4.0,3.0,0.0,1.3333333333333333,1
GG Gori,Pantheon,UTILITY,7.0,3.0,3.0,3.3333333333333335,1
GG Stixxay,Rell,UTILITY,0.0,5.0,21.0,4.2,1
GG Huhi,Taliyah,UTILITY,0.0,4.0,5.0,1.25,1
C9 Berserker,Udyr,TOP,0.0,12.0,6.0,0.5,1
C9 Blaber,Orianna,MIDDLE,7.0,1.0,13.0,20.0,1
C9 EMENES,Karthus,BOTTOM,2.0,5.0,5.0,1.4,1
GG River,Xerath,MIDDLE,2.0,0.0,3.0,5.0,1
GG Huhi,Swain,MIDDLE,2.0,6.0,2.0,0.6666666666666666,1
GG Stixxay,Blitzcrank,UTILITY,3.0,8.0,25.0,3.5,1
C9 Blaber,Kalista,BOTTOM,6.0,9.0,8.0,1.5555555555555556,1
GG River,Leona,UTILITY,1.0,5.0,15.0,3.2,1
C9 Berserker,Vex,MIDDLE,1.0,3.0,2.0,1.0,1
GG Stixxay,Akali,MIDDLE,1.0,3.0,1.0,0.6666666666666666,1
GG River,Ryze,MIDDLE,9.0,8.0,18.0,3.375,1
C9 EMENES,Lillia,JUNGLE,1.0,7.0,1.0,0.2857142857142857,1
GG Gori,Yone,,1.0,7.0,9.0,1.4285714285714286,1
GG Gori,Irelia,MIDDLE,7.0,5.0,4.0,2.2,1
C9 EMENES,Sejuani,MIDDLE,0.0,5.0,2.0,0.4,1
C9 Blaber,Nautilus,UTILITY,2.0,10.0,17.0,1.9,1
C9 EMENES,Trundle,TOP,8.0,8.0,4.0,1.5,1
C9 Berserker,Aatrox,TOP,5.0,0.0,1.0,6.0,1
C9 Fudge,Jarvan IV,JUNGLE,7.0,0.0,4.0,11.0,1
C9 EMENES,Talon,MIDDLE,18.0,7.0,10.0,4.0,1
GG Gori,Yasuo,,9.0,6.0,16.0,4.166666666666667,1
C9 Berserker,Zoe,MIDDLE,3.0,3.0,4.0,2.3333333333333335,1
GG River,Ivern,JUNGLE,1.0,1.0,24.0,25.0,1
C9 Blaber,Gragas,JUNGLE,4.0,3.0,8.0,4.0,1
C9 EMENES,Kled,MIDDLE,2.0,8.0,8.0,1.25,1
C9 EMENES,Pyke,MIDDLE,1.0,4.0,3.0,1.0,1
C9 Blaber,Rumble,JUNGLE,6.0,6.0,11.0,2.8333333333333335,1
C9 Fudge,LeBlanc,MIDDLE,2.0,3.0,3.0,1.6666666666666667,1
GG Gori,Vex,,9.0,4.0,4.0,3.25,1
C9 EMENES,Draven,BOTTOM,9.0,0.0,9.0,18.0,1
GG River,Zac,JUNGLE,7.0,0.0,11.0,18.0,1
GG Gori,Veigar,,2.0,2.0,0.0,1.0,1
C9 Berserker,Karma,UTILITY,1.0,7.0,21.0,3.142857142857143,1
C9 Blaber,Alistar,UTILITY,2.0,4.0,13.0,3.75,1
GG River,Varus,BOTTOM,5.0,11.0,17.0,2.0,1
C9 Zven,Zyra,UTILITY,0.0,8.0,1.0,0.125,1
C9 EMENES,Brand,MIDDLE,10.0,3.0,9.0,6.333333333333333,1
C9 Blaber,Sejuani,MIDDLE,3.0,8.0,8.0,1.375,1
C9 Blaber,Caitlyn,BOTTOM,1.0,3.0,0.0,0.3333333333333333,1
GG River,Amumu,JUNGLE,3.0,11.0,8.0,1.0,1
GG River,Rakan,UTILITY,1.0,3.0,3.0,1.3333333333333333,1
GG Gori,Galio,UTILITY,1.0,5.0,7.0,1.6,1
C9 EMENES,Malzahar,MIDDLE,2.0,7.0,8.0,1.4285714285714286,1
GG Stixxay,Tristana,BOTTOM,2.0,2.0,1.0,1.5,1
C9 Berserker,Janna,UTILITY,2.0,3.0,11.0,4.333333333333333,1
GG River,Nautilus,UTILITY,2.0,7.0,14.0,2.2857142857142856,1
GG Licorice,Pantheon,UTILITY,4.0,8.0,12.0,2.0,1
C9 EMENES,Nami,UTILITY,0.0,1.0,21.0,21.0,1
GG River,Twisted Fate,MIDDLE,2.0,5.0,1.0,0.6,1
C9 Berserker,Rengar,BOTTOM,2.0,11.0,6.0,0.7272727272727273,1
GG Gori,Ziggs,BOTTOM,0.0,3.0,0.0,0.0,1
C9 Berserker,Renekton,MIDDLE,11.0,4.0,6.0,4.25,1
C9 Berserker,Cho'Gath,TOP,16.0,1.0,11.0,27.0,1
C9 Fudge,Poppy,JUNGLE,4.0,5.0,17.0,4.2,1
C9 EMENES,Nasus,TOP,6.0,3.0,8.0,4.666666666666667,1
GG Stixxay,Jayce,MIDDLE,1.0,4.0,0.0,0.25,1
C9 Blaber,Olaf,JUNGLE,11.0,3.0,5.0,5.333333333333333,1
C9 Berserker,Pyke,UTILITY,2.0,6.0,7.0,1.5,1
GG Huhi,Thresh,UTILITY,2.0,13.0,30.0,2.4615384615384617,1
GG Stixxay,Lissandra,UTILITY,1.0,7.0,13.0,2.0,1
C9 Fudge,Nilah,BOTTOM,1.0,4.0,1.0,0.5,1
C9 EMENES,Morgana,UTILITY,1.0,1.0,17.0,18.0,1
GG Huhi,Caitlyn,BOTTOM,6.0,5.0,4.0,2.0,1
C9 EMENES,Milio,UTILITY,1.0,2.0,6.0,3.5,1
GG River,Alistar,UTILITY,0.0,2.0,8.0,4.0,1
GG River,Pantheon,MIDDLE,1.0,5.0,1.0,0.4,1
GG River,LeBlanc,MIDDLE,1.0,3.0,0.0,0.3333333333333333,1
GG Stixxay,Taliyah,JUNGLE,5.0,2.0,5.0,5.0,1
C9 EMENES,Bel'Veth,UTILITY,3.0,6.0,11.0,2.3333333333333335,1
C9 Blaber,Lucian,BOTTOM,16.0,5.0,4.0,4.0,1
C9 EMENES,Orianna,TOP,4.0,0.0,4.0,8.0,1
C9 Zven,Jarvan IV,JUNGLE,0.0,2.0,10.0,5.0,1
GG River,Volibear,TOP,3.0,7.0,4.0,1.0,1
C9 Fudge,Pantheon,TOP,8.0,6.0,6.0,2.3333333333333335,1
GG Stixxay,Varus,BOTTOM,10.0,7.0,3.0,1.8571428571428572,1
GG Huhi,Braum,UTILITY,2.0,5.0,10.0,2.4,1
C9 Berserker,Akali,TOP,3.0,7.0,1.0,0.5714285714285714,1
GG Licorice,Ornn,TOP,0.0,5.0,4.0,0.8,1
C9 Berserker,Elise,JUNGLE,4.0,0.0,8.0,12.0,1
C9 EMENES,Malphite,TOP,8.0,6.0,21.0,4.833333333333333,1
C9 Berserker,Zac,TOP,4.0,4.0,11.0,3.75,1
GG Licorice,Gwen,MIDDLE,0.0,1.0,0.0,0.0,1
GG River,K'Sante,MIDDLE,3.0,3.0,7.0,3.3333333333333335,1
GG Huhi,Kassadin,MIDDLE,4.0,2.0,8.0,6.0,1
C9 Fudge,Blitzcrank,UTILITY,2.0,6.0,8.0,1.6666666666666667,1
C9 Blaber,Sejuani,JUNGLE,5.0,0.0,9.0,14.0,1
C9 EMENES,Mordekaiser,TOP,0.0,4.0,2.0,0.5,1
GG River,Jhin,BOTTOM,1.0,5.0,6.0,1.4,1
