player_name,champion,position,avgKills,avgDeaths,avgAssists,avgKDA,gamesPlayed
C9 Berserker,Jax,TOP,3.6923076923076925,4.846153846153846,2.0,1.1746031746031746,13
C9 Blaber,Graves,JUNGLE,6.0,4.230769230769231,7.384615384615385,3.1636363636363636,13
C9 EMENES,Tryndamere,TOP,5.916666666666667,4.083333333333333,3.8333333333333335,2.3877551020408165,12
C9 EMENES,Irelia,MIDDLE,5.0,5.75,5.416666666666667,1.811594202898551,12
GG River,Kai'Sa,BOTTOM,8.666666666666666,4.916666666666667,6.083333333333333,3.0,12
C9 Zven,Renata Glasc,UTILITY,1.3333333333333333,3.5,14.416666666666666,4.5,12
C9 EMENES,Alistar,UTILITY,1.8333333333333333,4.916666666666667,12.5,2.9152542372881354,12
C9 EMENES,K'Sante,TOP,4.916666666666667,4.5,5.083333333333333,2.2222222222222223,12
C9 EMENES,Renekton,MIDDLE,5.636363636363637,5.363636363636363,5.0,1.9830508474576274,11
C9 Berserker,Alistar,UTILITY,1.2727272727272727,3.4545454545454546,11.454545454545455,3.68421052631579,11
C9 Berserker,Twitch,BOTTOM,6.636363636363637,3.727272727272727,3.3636363636363638,2.682926829268293,11
GG River,Lillia,JUNGLE,5.7272727272727275,2.6363636363636362,6.545454545454546,4.655172413793104,11
C9 EMENES,Tristana,MIDDLE,6.181818181818182,4.818181818181818,4.181818181818182,2.150943396226415,11
GG Gori,Tristana,MIDDLE,7.454545454545454,3.3636363636363638,3.8181818181818183,3.3513513513513513,11
GG Stixxay,Ezreal,BOTTOM,4.4,3.1,3.5,2.5483870967741935,10
C9 Blaber,Rell,JUNGLE,2.4,4.0,13.0,3.85,10
GG Gori,Viktor,MIDDLE,6.1,3.6,4.2,2.861111111111111,10
GG Licorice,Poppy,TOP,6.3,1.8,4.5,6.0,10
C9 Berserker,Nilah,BOTTOM,7.4,5.4,5.6,2.4074074074074074,10
C9 EMENES,Viktor,MIDDLE,4.8,2.9,5.3,3.4827586206896552,10
GG Gori,Galio,MIDDLE,3.8,3.5,8.0,3.3714285714285714,10
C9 Blaber,Viego,JUNGLE,7.4,4.1,6.8,3.4634146341463414,10
GG Licorice,Lee Sin,TOP,5.8,3.0,9.0,4.933333333333334,10
C9 Berserker,Veigar,BOTTOM,8.5,3.8,6.3,3.8947368421052637,10
GG River,Bel'Veth,JUNGLE,6.7,4.0,7.0,3.425,10
C9 EMENES,Akali,TOP,3.4444444444444446,4.111111111111111,2.0,1.3243243243243246,9
GG River,Ezreal,BOTTOM,9.333333333333334,4.222222222222222,7.555555555555555,4.0,9
GG Huhi,Kai'Sa,BOTTOM,6.555555555555555,5.666666666666667,6.444444444444445,2.2941176470588234,9
C9 Berserker,Camille,TOP,4.333333333333333,4.777777777777778,6.666666666666667,2.302325581395349,9
C9 EMENES,Aatrox,MIDDLE,4.444444444444445,6.333333333333333,8.666666666666666,2.0701754385964914,9
GG Gori,Lissandra,MIDDLE,3.2222222222222223,4.333333333333333,5.222222222222222,1.948717948717949,9
C9 EMENES,Kai'Sa,BOTTOM,6.555555555555555,4.777777777777778,4.666666666666667,2.3488372093023253,9
GG Stixxay,Caitlyn,BOTTOM,6.111111111111111,4.333333333333333,8.333333333333334,3.3333333333333335,9
C9 Zven,Bard,UTILITY,2.2222222222222223,3.7777777777777777,13.88888888888889,4.264705882352941,9
GG Gori,Yasuo,MIDDLE,5.5,4.0,4.25,2.4375,8
GG Huhi,Alistar,UTILITY,1.125,4.625,14.875,3.4594594594594597,8
GG Gori,Camille,TOP,3.875,4.25,4.875,2.0588235294117645,8
GG Licorice,Neeko,UTILITY,3.75,3.5,8.0,3.357142857142857,8
C9 EMENES,Galio,MIDDLE,3.125,4.375,11.125,3.257142857142857,8
GG Huhi,Taliyah,MIDDLE,6.75,5.75,5.875,2.1956521739130435,8
C9 Blaber,Akali,MIDDLE,5.0,4.125,4.875,2.393939393939394,8
GG River,Karthus,JUNGLE,7.375,4.75,7.875,3.210526315789474,8
C9 EMENES,Renekton,TOP,4.875,4.0,8.0,3.21875,8
C9 EMENES,Sett,MIDDLE,5.125,5.0,5.625,2.15,8
C9 EMENES,Ahri,MIDDLE,4.375,3.875,5.125,2.4516129032258065,8
GG Gori,Corki,MIDDLE,4.75,4.625,3.25,1.7297297297297298,8
GG River,Gragas,JUNGLE,5.0,4.285714285714286,7.428571428571429,2.9000000000000004,7
C9 Zven,Taric,UTILITY,1.4285714285714286,3.7142857142857144,14.428571428571429,4.269230769230769,7
GG River,Samira,BOTTOM,6.571428571428571,4.0,4.0,2.642857142857143,7
GG Gori,Akali,TOP,7.857142857142857,3.2857142857142856,2.7142857142857144,3.217391304347826,7
GG Stixxay,Ahri,MIDDLE,5.857142857142857,3.0,9.0,4.9523809523809526,7
GG River,Rek'Sai,JUNGLE,5.428571428571429,1.4285714285714286,4.714285714285714,7.1,7
C9 Zven,Kai'Sa,BOTTOM,7.0,5.142857142857143,7.428571428571429,2.8055555555555554,7
GG Stixxay,Rakan,UTILITY,1.5714285714285714,4.142857142857143,12.428571428571429,3.379310344827586,7
C9 Berserker,Rell,UTILITY,1.2857142857142858,6.428571428571429,16.0,2.6888888888888887,7
C9 Zven,Braum,UTILITY,0.42857142857142855,2.857142857142857,14.714285714285714,5.3,7
GG River,Xayah,BOTTOM,7.285714285714286,4.857142857142857,3.7142857142857144,2.2647058823529416,7
C9 Fudge,Jayce,TOP,5.142857142857143,4.857142857142857,4.714285714285714,2.0294117647058827,7
GG Huhi,Sylas,MIDDLE,5.571428571428571,3.7142857142857144,6.285714285714286,3.1923076923076925,7
C9 Blaber,Lillia,JUNGLE,7.142857142857143,2.857142857142857,7.285714285714286,5.05,7
C9 Berserker,Yone,TOP,3.7142857142857144,5.142857142857143,2.0,1.1111111111111112,7
C9 EMENES,Neeko,MIDDLE,3.857142857142857,4.0,5.571428571428571,2.357142857142857,7
C9 EMENES,Lux,MIDDLE,5.833333333333333,4.666666666666667,7.833333333333333,2.9285714285714284,6
GG Huhi,Neeko,UTILITY,3.8333333333333335,5.833333333333333,9.0,2.2,6
C9 EMENES,Zeri,BOTTOM,5.166666666666667,4.833333333333333,4.833333333333333,2.0689655172413794,6
C9 EMENES,Viego,JUNGLE,5.666666666666667,2.6666666666666665,6.333333333333333,4.5,6
C9 Fudge,Irelia,TOP,7.0,2.6666666666666665,4.166666666666667,4.187500000000001,6
C9 Blaber,Gwen,JUNGLE,4.833333333333333,4.0,2.8333333333333335,1.9166666666666665,6
GG River,Sylas,JUNGLE,6.333333333333333,5.333333333333333,7.166666666666667,2.53125,6
C9 Berserker,Renata Glasc,UTILITY,1.5,6.5,17.0,2.8461538461538463,6
GG River,Poppy,JUNGLE,4.166666666666667,2.5,9.833333333333334,5.6,6
GG Gori,Aatrox,MIDDLE,4.0,3.2,2.6,2.0624999999999996,5
C9 Blaber,Ahri,MIDDLE,3.2,6.0,5.2,1.4000000000000001,5
C9 Blaber,Karthus,JUNGLE,4.2,3.8,7.2,3.0000000000000004,5
GG Gori,Yasuo,BOTTOM,5.0,6.2,6.4,1.8387096774193548,5
C9 Berserker,Kayle,TOP,4.0,3.8,5.0,2.368421052631579,5
C9 Berserker,Gragas,TOP,3.0,4.4,7.0,2.2727272727272725,5
GG River,Wukong,JUNGLE,5.0,4.2,7.6,3.0,5
GG Gori,Karma,UTILITY,3.4,5.6,11.2,2.607142857142857,5
C9 Berserker,Kog'Maw,BOTTOM,4.2,4.2,4.6,2.0952380952380953,5
C9 Blaber,Poppy,JUNGLE,4.2,1.8,12.0,9.0,5
C9 Fudge,Yone,MIDDLE,7.4,4.4,6.6,3.1818181818181817,5
GG Stixxay,Aphelios,BOTTOM,5.0,5.0,2.6,1.52,5
C9 Fudge,Kennen,TOP,6.0,3.2,3.6,2.9999999999999996,5
C9 Zven,Blitzcrank,UTILITY,2.0,3.4,15.8,5.235294117647059,5
GG River,Jinx,BOTTOM,4.8,6.2,6.8,1.8709677419354838,5
C9 Blaber,Elise,JUNGLE,6.6,3.4,7.0,4.0,5
GG Licorice,Gwen,TOP,5.8,3.8,3.6,2.473684210526316,5
GG River,Ekko,JUNGLE,8.8,4.2,5.6,3.4285714285714284,5
C9 Berserker,Kayn,JUNGLE,6.8,4.6,3.6,2.2608695652173916,5
C9 Blaber,Akali,TOP,4.8,4.4,2.8,1.727272727272727,5
C9 Berserker,Ashe,BOTTOM,7.0,5.0,5.6,2.52,5
GG River,Nocturne,JUNGLE,4.8,3.0,11.6,5.466666666666666,5
GG Huhi,Rakan,UTILITY,1.6,4.8,12.0,2.8333333333333335,5
GG River,Rell,JUNGLE,1.6,2.2,14.2,7.181818181818181,5
C9 Berserker,Senna,BOTTOM,2.8,4.0,8.2,2.75,5
GG Huhi,Senna,UTILITY,2.4,6.0,10.8,2.2,5
GG Huhi,Blitzcrank,UTILITY,3.25,7.0,16.5,2.8214285714285716,4
C9 Blaber,Yone,MIDDLE,5.0,8.25,4.25,1.121212121212121,4
C9 EMENES,Renata Glasc,UTILITY,1.75,7.5,12.5,1.9,4
C9 Zven,Lissandra,UTILITY,4.0,7.25,10.75,2.0344827586206895,4
C9 Berserker,Seraphine,BOTTOM,5.25,2.75,11.25,6.0,4
C9 EMENES,Nautilus,UTILITY,0.5,4.25,8.75,2.176470588235294,4
C9 EMENES,Taliyah,MIDDLE,7.0,3.5,7.5,4.142857142857143,4
C9 EMENES,Rumble,MIDDLE,2.75,2.75,4.75,2.727272727272727,4
C9 EMENES,Vi,JUNGLE,4.25,5.5,6.0,1.8636363636363635,4
GG Gori,Qiyana,MIDDLE,8.0,4.5,7.5,3.4444444444444446,4
GG Gori,Sett,UTILITY,3.5,4.0,13.5,4.25,4
C9 Blaber,Vi,JUNGLE,7.5,2.5,6.5,5.6,4
C9 Berserker,Vladimir,TOP,3.25,3.25,4.5,2.3846153846153846,4
C9 Blaber,Rakan,UTILITY,2.75,4.75,12.75,3.263157894736842,4
C9 Fudge,Rumble,TOP,7.0,5.25,6.25,2.5238095238095237,4
C9 Fudge,Gnar,TOP,6.0,3.5,5.5,3.2857142857142856,4
C9 Berserker,Taric,UTILITY,0.75,4.25,14.25,3.5294117647058822,4
C9 EMENES,Yone,TOP,2.5,1.75,3.0,3.142857142857143,4
C9 Berserker,Ziggs,BOTTOM,4.0,2.25,5.25,4.111111111111111,4
C9 EMENES,Brand,UTILITY,2.0,4.75,3.25,1.105263157894737,4
GG Huhi,Zeri,BOTTOM,9.25,4.75,8.0,3.6315789473684212,4
C9 Berserker,Bard,UTILITY,2.75,3.75,11.75,3.8666666666666667,4
C9 Fudge,Lee Sin,TOP,3.0,4.5,4.75,1.7222222222222223,4
C9 EMENES,Jayce,TOP,6.5,7.0,8.5,2.142857142857143,4
C9 EMENES,LeBlanc,TOP,6.0,3.25,4.0,3.076923076923077,4
GG River,Vi,JUNGLE,6.0,5.0,11.75,3.55,4
GG River,Jayce,MIDDLE,6.0,3.75,5.0,2.933333333333333,4
GG Gori,Jayce,TOP,7.0,6.25,5.75,2.04,4
C9 EMENES,Fiora,TOP,4.0,5.5,3.75,1.4090909090909092,4
GG River,Gwen,JUNGLE,4.0,3.75,3.75,2.066666666666667,4
C9 EMENES,Rumble,TOP,4.5,7.75,12.75,2.225806451612903,4
GG River,Camille,JUNGLE,8.5,5.0,7.25,3.15,4
GG Huhi,Yone,MIDDLE,3.75,5.75,3.25,1.2173913043478262,4
C9 EMENES,Lucian,MIDDLE,3.5,4.0,3.25,1.6875,4
GG Licorice,Blitzcrank,UTILITY,4.0,4.25,13.25,4.0588235294117645,4
C9 EMENES,Yasuo,MIDDLE,3.0,7.0,4.333333333333333,1.0476190476190477,3
GG Stixxay,Samira,BOTTOM,8.333333333333334,6.666666666666667,5.666666666666667,2.1,3
C9 Berserker,Rakan,UTILITY,1.6666666666666667,3.0,19.333333333333332,7.0,3
GG Huhi,Kha'Zix,JUNGLE,6.0,3.0,2.0,2.6666666666666665,3
C9 EMENES,Zed,MIDDLE,4.666666666666667,4.666666666666667,2.3333333333333335,1.5,3
GG River,Diana,JUNGLE,4.666666666666667,4.333333333333333,5.333333333333333,2.307692307692308,3
GG Stixxay,Senna,UTILITY,6.333333333333333,1.0,8.333333333333334,14.666666666666668,3
GG Gori,Sylas,TOP,7.0,6.333333333333333,8.333333333333334,2.421052631578948,3
C9 Blaber,Jhin,BOTTOM,2.3333333333333335,4.666666666666667,3.3333333333333335,1.2142857142857142,3
GG Gori,Swain,MIDDLE,1.6666666666666667,6.0,6.0,1.277777777777778,3
GG Huhi,Syndra,MIDDLE,8.333333333333334,3.0,7.666666666666667,5.333333333333333,3
C9 Berserker,Ekko,JUNGLE,4.666666666666667,4.0,3.0,1.9166666666666667,3
GG Gori,Sett,MIDDLE,4.333333333333333,5.0,9.333333333333334,2.7333333333333334,3
C9 Zven,Senna,UTILITY,4.333333333333333,5.0,10.0,2.8666666666666663,3
GG Huhi,Nautilus,UTILITY,1.0,5.0,15.666666666666666,3.333333333333333,3
C9 Berserker,K'Sante,TOP,1.3333333333333333,5.0,3.3333333333333335,0.9333333333333333,3
GG River,Jax,JUNGLE,8.333333333333334,4.333333333333333,8.333333333333334,3.8461538461538467,3
GG Gori,Renekton,MIDDLE,3.3333333333333335,5.0,7.666666666666667,2.2,3
C9 Fudge,Gwen,TOP,3.6666666666666665,4.0,2.6666666666666665,1.5833333333333333,3
GG Huhi,Pyke,UTILITY,4.0,6.666666666666667,8.666666666666666,1.9,3
GG Gori,Ezreal,BOTTOM,11.666666666666666,5.0,10.666666666666666,4.466666666666667,3
C9 EMENES,Sylas,TOP,5.333333333333333,4.666666666666667,4.0,1.9999999999999996,3
C9 Berserker,Kennen,TOP,5.333333333333333,5.0,4.333333333333333,1.9333333333333331,3
GG Gori,Azir,TOP,4.333333333333333,4.0,3.3333333333333335,1.9166666666666665,3
C9 EMENES,Ekko,MIDDLE,6.333333333333333,6.333333333333333,2.0,1.3157894736842104,3
C9 EMENES,Leona,UTILITY,1.0,8.0,13.666666666666666,1.8333333333333333,3
C9 Berserker,Soraka,BOTTOM,3.0,5.333333333333333,15.0,3.375,3
GG Stixxay,Alistar,UTILITY,1.6666666666666667,8.0,12.0,1.7083333333333333,3
GG Gori,Aatrox,TOP,5.333333333333333,2.0,2.3333333333333335,3.833333333333333,3
C9 EMENES,Aphelios,BOTTOM,4.0,8.0,4.0,1.0,3
C9 Fudge,Rakan,UTILITY,1.0,2.0,14.0,7.5,3
C9 Blaber,Kai'Sa,BOTTOM,7.333333333333333,4.333333333333333,3.0,2.3846153846153846,3
C9 EMENES,Blitzcrank,UTILITY,3.0,2.6666666666666665,14.0,6.375,3
GG River,Sejuani,JUNGLE,4.0,3.3333333333333335,16.333333333333332,6.1,3
C9 EMENES,Corki,MIDDLE,8.0,5.0,4.666666666666667,2.5333333333333337,3
C9 EMENES,Lee Sin,JUNGLE,4.0,7.666666666666667,5.0,1.1739130434782608,3
GG Gori,Sion,MIDDLE,3.0,1.3333333333333333,3.3333333333333335,4.750000000000001,3
C9 Berserker,Sylas,MIDDLE,3.3333333333333335,2.6666666666666665,6.666666666666667,3.75,3
C9 EMENES,Braum,UTILITY,1.3333333333333333,6.333333333333333,11.333333333333334,2.0000000000000004,3
GG Stixxay,Bard,UTILITY,2.3333333333333335,4.666666666666667,20.0,4.785714285714286,3
C9 EMENES,Kalista,BOTTOM,5.0,3.3333333333333335,5.0,3.0,3
GG Stixxay,Nautilus,UTILITY,1.6666666666666667,5.0,13.666666666666666,3.0666666666666664,3
C9 EMENES,Graves,JUNGLE,6.333333333333333,5.0,9.666666666666666,3.2,3
C9 Fudge,Akali,MIDDLE,7.333333333333333,3.3333333333333335,1.6666666666666667,2.6999999999999997,3
C9 Zven,Karma,UTILITY,4.333333333333333,4.333333333333333,9.333333333333334,3.153846153846154,3
GG Gori,Neeko,MIDDLE,3.6666666666666665,4.0,5.333333333333333,2.25,3
C9 Blaber,Ekko,JUNGLE,9.666666666666666,6.666666666666667,9.0,2.7999999999999994,3
C9 EMENES,Karthus,JUNGLE,6.333333333333333,7.333333333333333,8.0,1.9545454545454544,3
C9 EMENES,Gnar,TOP,0.0,6.333333333333333,0.6666666666666666,0.10526315789473684,3
GG Huhi,Ahri,MIDDLE,5.666666666666667,6.666666666666667,6.666666666666667,1.85,3
GG Gori,K'Sante,TOP,4.333333333333333,2.3333333333333335,2.6666666666666665,3.0,3
C9 Zven,Ezreal,BOTTOM,8.5,3.5,10.0,5.285714285714286,2
C9 EMENES,Karma,UTILITY,1.0,5.5,7.0,1.4545454545454546,2
C9 Fudge,Vi,JUNGLE,2.0,2.5,10.0,4.8,2
C9 EMENES,Taric,UTILITY,0.5,4.0,7.5,2.0,2
GG Gori,Annie,MIDDLE,5.5,1.5,6.5,8.0,2
C9 EMENES,Sejuani,TOP,3.0,6.5,7.5,1.6153846153846154,2
C9 EMENES,Sion,TOP,3.0,1.5,5.5,5.666666666666667,2
GG River,Lissandra,MIDDLE,13.5,5.5,10.5,4.363636363636363,2
GG River,Rell,UTILITY,1.0,2.5,6.5,3.0,2
GG Stixxay,Lucian,BOTTOM,10.5,7.0,5.0,2.2142857142857144,2
C9 Berserker,Tristana,MIDDLE,6.5,3.0,3.5,3.3333333333333335,2
C9 Berserker,Fiora,TOP,3.0,2.5,2.0,2.0,2
C9 EMENES,Samira,BOTTOM,7.5,6.5,6.0,2.076923076923077,2
C9 Berserker,Irelia,TOP,4.0,6.5,3.0,1.0769230769230769,2
GG Stixxay,Jhin,BOTTOM,4.0,3.0,5.5,3.1666666666666665,2
C9 EMENES,Poppy,TOP,3.5,7.0,4.5,1.1428571428571428,2
GG Licorice,Gnar,TOP,4.5,6.0,5.0,1.5833333333333333,2
C9 EMENES,Gwen,TOP,8.0,6.0,4.5,2.0833333333333335,2
C9 Berserker,Nami,UTILITY,1.0,7.5,24.0,3.3333333333333335,2
GG Huhi,Leona,UTILITY,2.5,7.5,10.5,1.7333333333333334,2
GG Gori,Fiora,TOP,7.0,3.0,3.5,3.5,2
C9 EMENES,Vladimir,TOP,4.5,2.0,5.5,5.0,2
GG River,Kayn,JUNGLE,5.5,6.5,4.5,1.5384615384615385,2
GG Huhi,Tristana,MIDDLE,8.5,5.0,6.0,2.9,2
GG River,Sylas,MIDDLE,9.5,5.5,8.0,3.1818181818181817,2
C9 EMENES,Lillia,MIDDLE,5.0,6.5,7.0,1.8461538461538463,2
GG Huhi,Lucian,TOP,10.0,4.5,2.0,2.6666666666666665,2
C9 Zven,Samira,BOTTOM,12.0,5.0,5.0,3.4,2
C9 EMENES,Lissandra,UTILITY,2.5,9.5,16.5,2.0,2
C9 EMENES,Nidalee,JUNGLE,3.0,6.5,7.5,1.6153846153846154,2
C9 Berserker,Viktor,TOP,4.0,7.5,6.0,1.3333333333333333,2
C9 Fudge,Fiora,TOP,10.0,3.5,6.0,4.571428571428571,2
GG Stixxay,Tristana,MIDDLE,5.0,4.5,3.5,1.8888888888888888,2
C9 EMENES,Varus,BOTTOM,6.5,5.0,9.0,3.1,2
