game_urn,seq_idx,event_date_time,game_time,monster_type,dragon_type,killer_team_urn,killer_team,killer_urn,killer,assistants,pos_x,pos_y,killer_team_perid,killer_perid,upsert_at
live:lol:riot:map:esportstmnt01-3376646,75,6/17/2023 1:11 AM,1313206,scuttleCrab,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,4768,9553,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,76,6/17/2023 1:11 AM,1314810,wolf,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,3948,6136,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,77,6/17/2023 1:11 AM,1333548,raptor,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,Berserker,,6823,5158,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,78,6/17/2023 1:12 AM,1385571,blueCamp,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,11637,7207,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,79,6/17/2023 1:12 AM,1396188,wolf,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:814921d2-65df-325f-adbe-02616f33a095,WildTurtle,,12286,7265,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:08b67d49-77c0-450f-8a72-25b643c5645e,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,80,6/17/2023 1:13 AM,1412784,gromp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,12447,5974,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,81,6/17/2023 1:13 AM,1426880,dragon,earth,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,"Berserker, Zven",9866,4414,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,82,6/17/2023 1:13 AM,1434164,krug,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,8443,2575,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,83,6/17/2023 1:13 AM,1445104,redCamp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,7363,3523,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,84,6/17/2023 1:13 AM,1447571,raptor,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,7291,9627,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,85,6/17/2023 1:14 AM,1467795,wolf,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,Berserker,,4784,6100,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,86,6/17/2023 1:14 AM,1474806,scuttleCrab,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,3801,9571,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,87,6/17/2023 1:14 AM,1483061,gromp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,2800,8186,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,88,6/17/2023 1:14 AM,1492795,krug,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,6317,12146,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,89,6/17/2023 1:14 AM,1508437,raptor,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,6934,5284,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,90,6/17/2023 1:16 AM,1632720,wolf,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,10163,8966,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,91,6/17/2023 1:17 AM,1650691,baron,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,Fudge,"Berserker, Zven, EMENES",5007,10471,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:6c3f2a06-dbbc-4e07-8e68-2d83b0020adb,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,92,6/17/2023 1:17 AM,1652832,redCamp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,7042,11185,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,93,6/17/2023 1:17 AM,1669959,raptor,,live:lol:riot:team:98767991860392497,TSM,live:lol:riot:player:92d8d241-4943-3daf-9f48-e0a53823c5ef,Bugi,,7986,9471,esports:team:c7fb2ef8-27bf-4363-b1a5-b68f11ec272e,esports:player:eed0427e-2379-4ca7-90f0-e4e3bf81f8ee,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,94,6/17/2023 1:17 AM,1679734,raptor,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,7362,5140,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,95,6/17/2023 1:17 AM,1686033,scuttleCrab,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,9627,5262,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,96,6/17/2023 1:17 AM,1692270,blueCamp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,11031,6990,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3376646,97,6/17/2023 1:18 AM,1711856,gromp,,live:lol:riot:team:98767991877340524,C9,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,,12449,6630,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,6/17/2023 2:04 AM
live:lol:riot:map:esportstmnt01-3378493,0,6/16/2023 9:52 PM,101534,blueCamp,,live:lol:riot:team:98926509892121852,FLY,live:lol:riot:player:6669a073-89d8-38ec-a30c-8589fe7eb15f,Spica,,3098,8153,esports:team:87a6b274-b0b2-4184-b39c-52740a996f5b,esports:player:497a3c55-b43a-4dd4-abeb-894fd5c17b18,6/16/2023 11:04 PM
live:lol:riot:map:esportstmnt01-3378493,1,6/16/2023 9:52 PM,106526,redCamp,,live:lol:riot:team:99294153824386385,GG,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,River,,7387,11302,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:654a72de-a5ee-44b9-9aa9-149ddd54edca,6/16/2023 11:04 PM
