game_urn,player_urn,team_urn,region,game_start_datetime,best_of,curr_game,player,team,champion,side,role,opp_player_urn,opp_player,opp_team_urn,opp_team,opp_champion,result,kills,deaths,assists,double_kills,triple_kills,quad_kills,penta_kills,first_blood,avg_mins_between_kills,avg_mins_between_deaths,solo_kills,iso_deaths,minion_kills,neutral_minion_kills,neutral_minion_kills_team_jungle,neutral_minion_kills_enemy_jungle,perc_in_mid_lane,num_recalls,total_damage_teamfights,avg_damage_per_teamfight,dmg_to_champs_per_min,dmg_shielded_on_team_per_min,dmg_healed_on_team_per_min,total_gold,gold_at_15m,gold_diff_at_15m,wards_placed,wards_killed,vision_score,jungle_prox,duo_prox,team_perid,player_perid,opp_player_perid,opp_team_urn_perid,upsert_at,gold_at_20m,gold_diff_at_20m
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,live:lol:riot:team:98767991877340524,LCS,8/12/2023 9:06 PM,5,1,Zven,C9,Nautilus,blue,sup,live:lol:riot:player:19d808be-6331-357b-a216-43371c2c4262,IgNar,live:lol:riot:team:106972778172351142,NRG,Alistar,1,0,3,12,0,0,0,0,0,,4.572491666666667,0,1,41,0,0,0,0.07810284013186514,10,178.31591796875,14.859659830729166,148.0936807088415,0,0,8180,3323,105,55,20,131.74339294433594,0.17075555555555555,0.39720555555555553,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:f055bb59-5b23-4ba1-babe-f3624123a3cd,esports:player:92f9f74c-38d0-4b0b-a8cc-a17f84b2a6a1,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:b36179da-3e05-3a7b-9383-2e6e6b193306,live:lol:riot:team:106972778172351142,LCS,8/12/2023 9:06 PM,5,1,Dhokla,NRG,Renekton,red,top,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,Fudge,live:lol:riot:team:98767991877340524,C9,Jax,0,4,4,7,1,1,0,0,0,2.5727944444444444,8.764733333333334,1,1,279,16,4,0,0.02013310724613706,8,1076.646484375,89.72054036458333,738.738917320571,0,0,13433,5381,59,17,8,42.502506256103516,0.058320833333333336,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:f9c8ae26-66f2-4d3a-9067-a1474a66a492,esports:player:6c3f2a06-dbbc-4e07-8e68-2d83b0020adb,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:e50d1e40-0012-37d0-b925-fa75f0f96b3f,live:lol:riot:team:106972778172351142,LCS,8/12/2023 9:06 PM,5,1,Contractz,NRG,Maokai,red,jng,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,live:lol:riot:team:98767991877340524,C9,Rell,0,1,4,10,0,0,0,0,0,,5.128333333333333,0,0,21,130.1000213623047,98.10005187988281,4,0.06139344088655636,4,3197.652587890625,266.47104899088544,498.51885266340526,0,29.118925813620375,10736,4934,53,11,14,51.41849136352539,0.44080277777777777,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:6f16f13e-fa27-418b-9156-9204bd0f22c4,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:84b21685-d98c-3d7a-b447-80ad5421367f,live:lol:riot:team:106972778172351142,LCS,8/12/2023 9:06 PM,5,1,Palafox,NRG,Jayce,red,mid,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,EMENES,live:lol:riot:team:98767991877340524,C9,Tristana,0,4,2,6,0,0,0,0,0,5.000572222222222,3.862216666666667,0,0,278,6.75,5,0,0.3556581523720801,11,3121.84228515625,260.1535237630208,598.5946979686676,0,0,13405,5484,-510,13,9,40.07490921020508,0.26719861111111115,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:b7183c05-df1c-431c-a528-2ed388bcedf7,esports:player:c39d6f48-788f-4bf4-9f37-34e816be90a4,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:b3b1b929-80c7-328f-9ff3-031e8ab3a74d,live:lol:riot:team:106972778172351142,LCS,8/12/2023 9:06 PM,5,1,FBI,NRG,Aphelios,red,bot,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,Berserker,live:lol:riot:team:98767991877340524,C9,Kaisa,0,5,4,3,0,0,0,0,0,5.482945833333333,6.13875,1,1,279,34.400001525878906,30.399999618530273,0,0.22156214085875817,8,1114.8551025390625,92.9045918782552,487.0821204125659,0,14.878774332172283,14322,6410,454,16,5,35.000186920166016,0.07642777777777778,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:5025441e-ebc7-4167-8aa5-e113af77ecda,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3414314,live:lol:riot:player:19d808be-6331-357b-a216-43371c2c4262,live:lol:riot:team:106972778172351142,LCS,8/12/2023 9:06 PM,5,1,IgNar,NRG,Alistar,red,sup,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,Zven,live:lol:riot:team:98767991877340524,C9,Nautilus,0,0,3,8,0,0,0,0,0,,8.029791666666666,0,1,27,0,0,0,0.04916560672117018,18,0,0,89.82620506073873,40.46327799050328,65.86606995547866,6871,3218,-105,81,9,121.90351104736328,0.23525138888888888,0.3861013888888889,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:92f9f74c-38d0-4b0b-a8cc-a17f84b2a6a1,esports:player:f055bb59-5b23-4ba1-babe-f3624123a3cd,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/12/2023 10:05 PM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:60e06c35-bf90-3929-9846-698630f55346,live:lol:riot:team:98926509885559666,LCS,8/13/2023 11:41 PM,5,4,Summit,TL,Ornn,blue,top,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,Licorice,live:lol:riot:team:99294153824386385,GG,KSante,0,1,6,2,0,0,0,0,0,,6.355433333333333,0,5,260,5,1,0,0.06726984372360921,5,8733.48193359375,459.65694387335526,507.2591699491606,0,78.7562870358516,11834,4561,-2439,12,11,42.86320877075195,0.041675000000000004,,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,esports:player:db3c8a17-e8a4-44f3-a29e-48b72bedb938,esports:player:112a2549-b3ca-4094-91f1-d5092386e9ba,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:fada9354-bd3f-3893-8fa6-7f3ebe76baa4,live:lol:riot:team:98926509885559666,LCS,8/13/2023 11:41 PM,5,4,Pyosik,TL,Kindred,blue,jng,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,River,live:lol:riot:team:99294153824386385,GG,Khazix,0,3,3,3,0,0,0,0,0,10.872675,10.710566666666667,1,0,70,169.24998474121094,119.00003814697266,10.999998092651367,0.11671711965824688,6,11152.773193359375,586.9880628083881,658.8268793466234,0,49.751504563332674,12645,5043,-290,8,30,73.314208984375,0.4305805555555555,,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,esports:player:6863fb15-a6dc-4705-b539-b4a294d197e1,esports:player:654a72de-a5ee-44b9-9aa9-149ddd54edca,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:fd579fa2-f03c-3f87-b0b2-f5d2f1d8c531,live:lol:riot:team:98926509885559666,LCS,8/13/2023 11:41 PM,5,4,APA,TL,Ahri,blue,mid,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,Gori,live:lol:riot:team:99294153824386385,GG,Sylas,0,4,3,2,1,0,0,0,0,4.089894444444444,3.513525,0,0,337,9,7.5,0,0.2871145083620641,13,16488.82421875,867.832853618421,825.9619391844202,0,0,14826,5721,1085,18,6,40.1097526550293,0.22218611111111108,,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,esports:player:2dfd56b1-b3e9-4e03-9ab4-77d061bd5ae3,esports:player:479968d8-7d7c-44e2-9940-22b720d7cb1e,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:ed31da0c-2ac5-3966-928e-f99be89d682b,live:lol:riot:team:98926509885559666,LCS,8/13/2023 11:41 PM,5,4,Yeon,TL,Ashe,blue,bot,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,Stixxay,live:lol:riot:team:99294153824386385,GG,Kaisa,0,0,4,5,0,0,0,0,0,,7.765344444444445,0,1,301,0,0,0,0.2628353528174206,6,8764.41552734375,461.2850277549342,591.9668126762862,0,0,13192,4804,-136,14,9,37.61440658569336,0.15281944444444445,,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,esports:player:d8854768-ad90-4438-800e-bb0b63b64bd1,esports:player:c5cf45d3-5fd9-4ce8-8163-e5755a5291c2,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:4eb8e5e1-f6d6-3b9e-9114-74a6b2cce9f0,live:lol:riot:team:98926509885559666,LCS,8/13/2023 11:41 PM,5,4,CoreJJ,TL,Milio,blue,sup,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,huhi,live:lol:riot:team:99294153824386385,GG,Rakan,0,0,2,5,0,0,0,0,0,,6.988966666666666,0,1,44,0,0,0,0.15713645908651247,10,1111.7672119140625,58.51406378495066,51.87989091007614,141.15935710604103,121.55246926683525,7448,3197,-85,59,22,109.95917510986328,0.2375972222222222,0.5607833333333333,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,esports:player:095b14f6-9442-4118-a896-026e44bb7379,esports:player:cd2bc07a-142e-4f89-bb89-b48eff232125,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,live:lol:riot:team:99294153824386385,LCS,8/13/2023 11:41 PM,5,4,Licorice,GG,KSante,red,top,live:lol:riot:player:60e06c35-bf90-3929-9846-698630f55346,Summit,live:lol:riot:team:98926509885559666,TL,Ornn,1,4,1,7,0,0,0,0,1,10.551133333333333,,1,0,346,9.19999885559082,2.5,1.2000000476837158,0.13380213705167332,11,11893.3359375,625.9650493421053,475.090622371462,36.9531170449412,0,18875,7000,2439,13,5,43.495609283447266,0.08474166666666667,,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:112a2549-b3ca-4094-91f1-d5092386e9ba,esports:player:db3c8a17-e8a4-44f3-a29e-48b72bedb938,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,live:lol:riot:team:99294153824386385,LCS,8/13/2023 11:41 PM,5,4,River,GG,Khazix,red,jng,live:lol:riot:player:fada9354-bd3f-3893-8fa6-7f3ebe76baa4,Pyosik,live:lol:riot:team:98926509885559666,TL,Kindred,1,3,1,7,0,0,0,0,0,12.506358333333333,,0,0,42,174.49990844726562,120.300048828125,18.69999885559082,0.042984243068289595,10,7803.26171875,410.69798519736844,470.311990047045,0,0,14504,5333,290,46,32,129.33053588867188,0.34970416666666665,,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:654a72de-a5ee-44b9-9aa9-149ddd54edca,esports:player:6863fb15-a6dc-4705-b539-b4a294d197e1,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,live:lol:riot:team:99294153824386385,LCS,8/13/2023 11:41 PM,5,4,Gori,GG,Sylas,red,mid,live:lol:riot:player:fd579fa2-f03c-3f87-b0b2-f5d2f1d8c531,APA,live:lol:riot:team:98926509885559666,TL,Ahri,1,3,0,4,0,0,0,0,0,6.280191666666667,,0,0,282,23.999998092651367,8,8,0.3028120541996028,16,3183.08544921875,167.53081311677633,440.9277130492235,0,89.39595792631071,14536,4636,-1085,18,4,41.581390380859375,0.0860888888888889,,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:479968d8-7d7c-44e2-9940-22b720d7cb1e,esports:player:2dfd56b1-b3e9-4e03-9ab4-77d061bd5ae3,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,live:lol:riot:team:99294153824386385,LCS,8/13/2023 11:41 PM,5,4,Stixxay,GG,Kaisa,red,bot,live:lol:riot:player:ed31da0c-2ac5-3966-928e-f99be89d682b,Yeon,live:lol:riot:team:98926509885559666,TL,Ashe,1,7,3,3,1,0,0,0,0,3.8862194444444444,5.509391666666667,1,1,290,21.049999237060547,9.199999809265137,7.600000381469727,0.24977433812026897,9,11043.502197265625,581.2369577508224,794.3151087203116,0,0,16642,4940,136,13,8,39.11832809448242,0.12221527777777778,,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:c5cf45d3-5fd9-4ce8-8163-e5755a5291c2,esports:player:d8854768-ad90-4438-800e-bb0b63b64bd1,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3415408,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,live:lol:riot:team:99294153824386385,LCS,8/13/2023 11:41 PM,5,4,huhi,GG,Rakan,red,sup,live:lol:riot:player:4eb8e5e1-f6d6-3b9e-9114-74a6b2cce9f0,CoreJJ,live:lol:riot:team:98926509885559666,TL,Milio,1,1,3,11,0,0,0,0,0,,10.872675,0,1,42,0,0,0,0.11104636447917815,15,1270.288818359375,66.8573062294408,89.35932449185468,58.11541646033611,155.11145488251347,9470,3282,85,70,14,124.73551940917969,0.14277777777777778,0.48891666666666667,esports:team:44f6a80f-b0b7-432e-b6fe-1127ed555938,esports:player:cd2bc07a-142e-4f89-bb89-b48eff232125,esports:player:095b14f6-9442-4118-a896-026e44bb7379,esports:team:0f69b320-f4c5-47f2-a42a-a1b2db6d0b3b,8/14/2023 1:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,live:lol:riot:team:98767991877340524,LCS,8/20/2023 10:10 PM,5,3,Fudge,C9,Aatrox,blue,top,live:lol:riot:player:b36179da-3e05-3a7b-9383-2e6e6b193306,Dhokla,live:lol:riot:team:106972778172351142,NRG,Jax,0,2,7,3,0,0,0,0,0,6.47745,6.008788888888889,0,2,265,12,2.5,0,0.024141485355666903,13,5896.8323974609375,268.03783624822444,368.2999651440402,0,0,13468,5180,-817,18,9,47.923580169677734,0.1390222222222222,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:6c3f2a06-dbbc-4e07-8e68-2d83b0020adb,esports:player:f9c8ae26-66f2-4d3a-9067-a1474a66a492,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,live:lol:riot:team:98767991877340524,LCS,8/20/2023 10:10 PM,5,3,Blaber,C9,Maokai,blue,jng,live:lol:riot:player:e50d1e40-0012-37d0-b925-fa75f0f96b3f,Contractz,live:lol:riot:team:106972778172351142,NRG,Sejuani,0,0,8,7,0,0,0,0,0,,4.9781,0,0,39,164.39993286132812,132.90000915527344,4,0.08003324231483816,10,2312.16455078125,105.098388671875,346.90463421064766,0,109.23148573354904,11073,4604,-508,10,21,81.00078582763672,0.38758611111111113,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,esports:player:6f16f13e-fa27-418b-9156-9204bd0f22c4,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,live:lol:riot:team:98767991877340524,LCS,8/20/2023 10:10 PM,5,3,EMENES,C9,Ahri,blue,mid,live:lol:riot:player:84b21685-d98c-3d7a-b447-80ad5421367f,Palafox,live:lol:riot:team:106972778172351142,NRG,Taliyah,0,2,6,6,0,0,0,0,0,6.85715,5.983736666666667,0,2,303,0,0,0,0.2521788314420783,13,3288.0228271484375,149.45558305220172,576.5608940722611,0,0,13675,5699,113,34,19,85.84394836425781,0.13054166666666667,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:c39d6f48-788f-4bf4-9f37-34e816be90a4,esports:player:b7183c05-df1c-431c-a528-2ed388bcedf7,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,live:lol:riot:team:98767991877340524,LCS,8/20/2023 10:10 PM,5,3,Berserker,C9,Zeri,blue,bot,live:lol:riot:player:b3b1b929-80c7-328f-9ff3-031e8ab3a74d,FBI,live:lol:riot:team:106972778172351142,NRG,Kaisa,0,5,3,1,1,0,0,0,0,6.350141666666667,11.685908333333334,0,1,425,51.999996185302734,48.999996185302734,0,0.25240484192049134,13,2698.7498779296875,122.67044899680398,1158.0627173281018,0,0,19984,5817,-534,14,19,63.3048210144043,0.09162222222222223,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,esports:player:5025441e-ebc7-4167-8aa5-e113af77ecda,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,live:lol:riot:team:98767991877340524,LCS,8/20/2023 10:10 PM,5,3,Zven,C9,Alistar,blue,sup,live:lol:riot:player:19d808be-6331-357b-a216-43371c2c4262,IgNar,live:lol:riot:team:106972778172351142,NRG,Rell,0,1,5,8,0,0,0,0,0,,8.80695,0,0,36,0,0,0,0.0659363256256128,14,970.1197814941406,44.09635370427912,122.85132954422156,0,78.87325108818061,8525,3517,169,77,14,143.64385986328125,0.2597416666666667,0.24721666666666667,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:f055bb59-5b23-4ba1-babe-f3624123a3cd,esports:player:92f9f74c-38d0-4b0b-a8cc-a17f84b2a6a1,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:b36179da-3e05-3a7b-9383-2e6e6b193306,live:lol:riot:team:106972778172351142,LCS,8/20/2023 10:10 PM,5,3,Dhokla,NRG,Jax,red,top,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,Fudge,live:lol:riot:team:98767991877340524,C9,Aatrox,1,6,3,12,0,0,0,0,1,7.231026666666667,9.318058333333333,1,1,256,16,4,4,0.06371141050115975,15,5050.126220703125,229.55119185014203,565.2926189126769,0,0,17043,5997,817,21,9,43.461971282958984,0.3471513888888889,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:f9c8ae26-66f2-4d3a-9067-a1474a66a492,esports:player:6c3f2a06-dbbc-4e07-8e68-2d83b0020adb,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:e50d1e40-0012-37d0-b925-fa75f0f96b3f,live:lol:riot:team:106972778172351142,LCS,8/20/2023 10:10 PM,5,3,Contractz,NRG,Sejuani,red,jng,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,Blaber,live:lol:riot:team:98767991877340524,C9,Maokai,1,3,2,17,0,0,0,0,0,8.019925,11.1552,0,0,47,152.7999725341797,109.4000244140625,8.399999618530273,0.05529517610728152,12,3188.129150390625,144.91496138139203,349.55630129281036,0,201.59702744638562,14388,5112,508,12,15,56.01530456542969,0.5816958333333334,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:6f16f13e-fa27-418b-9156-9204bd0f22c4,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:84b21685-d98c-3d7a-b447-80ad5421367f,live:lol:riot:team:106972778172351142,LCS,8/20/2023 10:10 PM,5,3,Palafox,NRG,Taliyah,red,mid,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,EMENES,live:lol:riot:team:98767991877340524,C9,Ahri,1,3,1,18,0,0,0,0,0,16.257291666666667,,0,0,272,53.20001220703125,38,5.200000286102295,0.22949834978715114,14,3492.5830078125,158.75377308238637,619.5419571164384,0,0,16192,5586,-113,25,5,73.55175018310547,0.2555125,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:b7183c05-df1c-431c-a528-2ed388bcedf7,esports:player:c39d6f48-788f-4bf4-9f37-34e816be90a4,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:b3b1b929-80c7-328f-9ff3-031e8ab3a74d,live:lol:riot:team:106972778172351142,LCS,8/20/2023 10:10 PM,5,3,FBI,NRG,Kaisa,red,bot,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,16,1,5,4,2,0,0,0,2.345591111111111,,1,0,399,57.600013732910156,23.59999656677246,13.999998092651367,0.23088623755048765,13,4462.9617919921875,202.86189963600853,1581.3864802594842,0,0,23044,6351,534,15,12,62.67864990234375,0.131825,,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:5025441e-ebc7-4167-8aa5-e113af77ecda,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3416274,live:lol:riot:player:19d808be-6331-357b-a216-43371c2c4262,live:lol:riot:team:106972778172351142,LCS,8/20/2023 10:10 PM,5,3,IgNar,NRG,Rell,red,sup,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,Zven,live:lol:riot:team:98767991877340524,C9,Alistar,1,1,3,24,0,0,0,0,0,,9.306866666666666,0,1,36,0,0,0,0.09029909997718667,20,1399.9661865234375,63.63482666015625,156.67150169321667,0,0,10774,3348,-169,93,19,164.3368377685547,0.2929736111111111,0.24581666666666666,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,esports:player:92f9f74c-38d0-4b0b-a8cc-a17f84b2a6a1,esports:player:f055bb59-5b23-4ba1-babe-f3624123a3cd,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,8/21/2023 12:05 AM,,
live:lol:riot:map:esportstmnt01-3417173,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,live:lol:riot:team:98767991877340524,LCS,8/20/2023 8:19 PM,5,1,Fudge,C9,Renekton,blue,top,live:lol:riot:player:b36179da-3e05-3a7b-9383-2e6e6b193306,Dhokla,live:lol:riot:team:106972778172351142,NRG,Rumble,1,4,2,10,0,0,0,0,0,9.454677777777777,15.335883333333333,1,0,279,4,0,2.5,0.05431685360142075,8,2986.03564453125,229.69504957932693,503.11519011243183,0,0,14802,5684,220,16,6,37.29737854003906,0.14858055555555555,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:6c3f2a06-dbbc-4e07-8e68-2d83b0020adb,esports:player:f9c8ae26-66f2-4d3a-9067-a1474a66a492,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/20/2023 9:05 PM,,
live:lol:riot:map:esportstmnt01-3417173,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,live:lol:riot:team:98767991877340524,LCS,8/20/2023 8:19 PM,5,1,Blaber,C9,Sejuani,blue,jng,live:lol:riot:player:e50d1e40-0012-37d0-b925-fa75f0f96b3f,Contractz,live:lol:riot:team:106972778172351142,NRG,Rell,1,2,3,13,0,0,0,0,1,5.6624,11.340458333333334,0,0,32,167.99998474121094,112.50004577636719,14.5,0.0714595783870039,8,2003.5029296875,154.11560997596155,310.8540836983162,0,85.69755092912867,11528,5872,1506,10,20,61.24985885620117,0.5249138888888889,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:4021e06c-1d01-4cbe-8a72-990e42bf7666,esports:player:6f16f13e-fa27-418b-9156-9204bd0f22c4,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/20/2023 9:05 PM,,
live:lol:riot:map:esportstmnt01-3417173,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,live:lol:riot:team:98767991877340524,LCS,8/20/2023 8:19 PM,5,1,EMENES,C9,Jayce,blue,mid,live:lol:riot:player:84b21685-d98c-3d7a-b447-80ad5421367f,Palafox,live:lol:riot:team:106972778172351142,NRG,Lucian,1,5,2,4,2,1,0,0,0,1.9944125,22.687783333333332,0,1,243,24,22.5,0,0.34906537263470355,10,3214.611083984375,247.27777569110577,446.45435557547313,0,0,14417,5501,93,17,13,48.74258804321289,0.25410555555555553,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:c39d6f48-788f-4bf4-9f37-34e816be90a4,esports:player:b7183c05-df1c-431c-a528-2ed388bcedf7,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/20/2023 9:05 PM,,
live:lol:riot:map:esportstmnt01-3417173,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,live:lol:riot:team:98767991877340524,LCS,8/20/2023 8:19 PM,5,1,Berserker,C9,Kaisa,blue,bot,live:lol:riot:player:b3b1b929-80c7-328f-9ff3-031e8ab3a74d,FBI,live:lol:riot:team:106972778172351142,NRG,Zeri,1,6,0,6,1,1,0,0,0,1.5837033333333332,,0,0,295,16,4,4,0.2138404841220771,9,3667.2147216796875,282.0934401292067,562.7137871390487,0,0,15611,5313,-235,28,18,66.0556869506836,0.12086527777777777,,esports:team:c2be4c5e-e1e3-4c05-8098-914da28289ab,esports:player:baacf11d-0bdc-44b8-8b93-d059be564cf9,esports:player:5025441e-ebc7-4167-8aa5-e113af77ecda,esports:team:b7aca248-a6bf-41ce-952d-47f50ef63e52,8/20/2023 9:05 PM,,
